English,Arabic
Sensory ability,قدرة حسية
Social ability,القدرة الاجتماعية
Spatial ability,قدرة مكانية
Special ability,قدرة خاصة
Verbal ability,قدرة لفظية
College ability test,اختبار القدرات الجامعية
Occupational ability patterns,نموذج القدرات المهنية
Differential analysis of ability,التحليل الفارقي للقدرة
Ability,قدرة
Ability Test,اختبار القدرة
Ability training,تدريب القدرة
Ability To learn,القدرة على التعلم
Abiochemistry,الكيمياء اللاعضوية
Abiogenesis,تولد عفوي. التولد الذاتي
abiogeny,تولد عفوي. التولد الذاتي
Abiogenetic,تابع للتولد الذاتي
abiogenous,تابع للتولد الذاتي
Abiologic,غير متعلق بعلم الحياة
abiological,غير متعلق بعلم الحياة
Abiology,اللاحياتية. اللاعضوية
Abionarce,زمانة - عجز
Abionergy,فساد أو قصور التغذية
Abiosis,قصور الحيوية - نقص الحياة
Abiotic,مضاد للحياة. لا حياتي. لا يمكنه الحياة
Abiotic,لا حياتي
Abiotrophy,قصور التغذية. قصور الحيوية (بنقص التغذية لأسباب وراثية). تغذية لا حيوية
abiotrophia,قصور التغذية. قصور الحيوية (بنقص التغذية لأسباب وراثية). تغذية لا حيوية
Abiotrophic,قاصر التغذية. قاصر الحيوية بنقص التغذية
Abiotrophy,تضاؤل الحيوية
Abirritant,مخفف التخريش. ملطف
Abirritation,ضعف التخريش. تسكين
Abirritative,ملطف أو مخفف التخريش
Abiuret,سلبي لتفاعل الباييوريت
Ablactation,فطم. فطام
Ablactation,1. فطام2. انقطاع اللبن
Ablactation,فطام
Ablastemic,لا إفراخي. لا إنباتي
Ablastin,أبلاستين- مضاد الإفراخ
Ablastous,لا برعمي - لا جرثومي
Ablate,يجث - يجذ - يقلع
Ablatio,انفصال
Ablatio,انفصال. احتثاث - قلع - جذ
ablation,انفصال. احتثاث - قلع - جذ
Ablatio placentae,انفصال السخد - انفصال المشيمة
Ablatio retinae,انفصال الشبكية
Ablatio placentae,انفصال المشيمة
Ablation,اجتثاث
Ablation,. اقتطاع
Ablation,بتر- استئصال
Ablative,صيغة السببية
Ablefaction,تبييض - قصر
Ablepharia,المرط
ablepharon,اللاجفنية
ablephary,غيبة الأجفان – كليا أو جزئيا
Ablepharia,انعدام الجفن
ablephary,انعدام الجفن
Ablepharous,أمرط - عديم الأجفان
Ablepsia,عمى
ablepsy,لا رؤية. ضعف البصر أو فقده
Abluent,منظف - غسول
Ablution,عسل. وضوء
Ablution,غسل - وضوء
Ablutomania,هوس الغسل
Ablutomania,هوس الغسل
Ablutomania,هوس الاغتسال
Abman,ناقل الفوحات - ناقل الانبعاثات
Abmortal,مجانب المائت – مبتعد عن النسيج الميت أو الفاسد
Abnegate,اقلع عن
Abneural,مجانب المحور العصبي. بطني - بعيد عن الجهاز العصبي المركزي
Abnormal,غير سوي - لا قياسي - شاذ
Abnormal,شاذ
Abnormal,شاذ
Abnormal,شاذ
Abnormal psychology,علم النفس المرضي
Abnormal line,خط شاذ
Abnormal occlusion,إطباق شاذ
Abnormal psychology,علم النفس المرضي
Abnormal behaviour,سلوك شاذ
Abnormal child,طفل غير عادي
Abnormal fixation,التثبت المرضي
Abnormal psychology,علم نفس الشواذ
Abnormal retinal correspondence,توافق شبكي شاذ
Abnormal mental processes,العمليات العقلية الشاذة
Abnormalism,لاسوية - شذوذ
abnormality,لاسوية - شذوذ
abnormity,لاسوية - شذوذ
Negative abnormalities,اللاسويات السلبية
Positive abnormalities,اللاسويات الإيجابية
Gland abnormality,شذوذ الغدة
Chromosomal abnormality,الشذوذ في الكروموزوم
Sexual abnormality,شذوذ جنسي
Abnormality,شذوذ
Abnormality,شذوذ
Abnormality / sexual,شذوذ جنسي
Abnormality / social,شذوذ اجتماعي
Abocclusion,عدم الانغلاق – عدم انطباق أسنان الفكين
Aboiement,نباح - عواء - صوت نباحي
Abolition,انمحاء - بطلان - امحاء
Abomasitis,التهاب المنفحة
Abomasum,المنفحة
abomasus,الانفحة – المعدة الرابعة في المجترات
Aborad,بعيد عن الفم
abomasus,مجانب الفم أو مقابل الفم
Aborad,مبتعد عن الفم
Aboral,بعيد عن الفم
Aboriginal,أرومي - أصلي
Abort,يجهض. يقمع (سر المرضى)
Abort,يجهض
Aborted,مبتسر- متعجل- جهيض
Aborted systole,انقباضة مبسترة
Aborticide,مجهضة – مادة مجهضة - قتل الجنين (داخل الرحم)
Abortient,مجهض
abortifacient,مجهض (مسقط)
Abortifacient,مجهض - مادة مجهضة
Abortifacient,مجهض
Abortifacient drugs,العقاقير المجهضة
Accidental abortion,إجهاض حادثي
Artificial abortion,إجهاض صنعي
Complete abortion,إجهاض كامل. إجهاض تام
Criminal abortion,إجهاض جنائي
Habitual abortion,إجهاض معاود أو متكرر
Imminent abortion,إجهاض منذر أو وشيك
Incomplete abortion,إجهاض ناقص
Induced abortion,إجهاض مفتعل أو محدث
Inevitable abortion,إجهاض حتمي
Justifiable abortion,إجهاض مبرر - إجهاض مسوغ
Missed abortion,إجهاض فائت - إجهاض غفل
Natural abortion,إجهاض طبيعي
Provoked abortion,إجهاض مفتعل أو محدث
Septic abortion,إجهاض خمج - إجهاض نتن
Spontaneous abortion,إجهاض تلقائي أو عفوي
Therapeutic abortion,إجهاض علاجي
Threatened abortion,إجهاض منذر أو مهدد
Tubal abortion,إجهاض بوقي
Contagious abortion,إجهاض معد
Criminal abortion,إجهاض جنائي
Accidental abortion,إجهاض حادثي
Artificial abortion,إجهاض محرض
Complete abortion,إجهاض تام
Criminal abortion,إجهاض جنائي
Habitual abortion,إجهاض متكرر
recurrent abortion,إجهاض متكرر
Idiopathic abortion,إجهاض غامض
Imminent abortion,إجهاض وشيك
Incomplete abortion,إجهاض ناقص
Induced abortion,إجهاض محرض
Inevitable abortion,إجهاض حتمي
Justifiable abortion,إجهاض علاجي
therapeutic abortion,إجهاض علاجي
Missed abortion,إجهاض فائت
Recurrent abortion,إجهاض متكرر
Septic abortion,إجهاض نتن
Spontaneous abortion,إجهاض عفوي
Therapeutic abortion,إجهاض علاجي
Threatened abortion,إجهاض مهدد
Tubal abortion,إجهاض بوقي
Abortion,إجهاض - إسقاط. إيقاف حدث طبيعي أو مرضي
Abortion,إجهاض
Abortion,إجهاض (ج:إجهاضات)
Abortion,إجهاض
Abortion menace,نذير الإجهاض
Abortion / therapeutic,إجهاض علاجي
Abortionist,إجهاضي – متعاطي الإجهاض
Abortionist,جهاض
Abortive,مسقط - مجهض. خديج - جهيض - مولود قبل الأوان. قامع سير العلة
Abortive,1. مجهض2. مجهض
Abortive treatment,مداواة مجهضة – تعمل على وقف سير المرض
Abortoscope,مكشاف الحمى المتموجة
Missed abortus,جهيض مستكن
Bacillus abortus,عصية مجهضة
Brucella abortus,بروسيلا مجهضة (وهي مطابقة شكليا لبروسيلا المالطية)
Brucella abortus,البروسيلة المجهضة
Abortus,شدخ - جهيض - سقط (طرح)
Abortus,جهيض
Abouchement,تفمم - مفاوهة أو تفاوه
Aboukine,المصع
yaws,المصع
Abulia,اللاإرادة. ضعف الإرادة
aboulia,اللاإرادة. ضعف الإرادة
Aboulia,فقد الإدارة
abulia,فقد الإدارة
Aboulia,اللاإرادة
abulia,نقص الإرادة أو فقدها
Aboulia or abulia,أبوليا- فقدان الإرادة
Aboulomania,مس بفقد الإرادة. فقد الإرادة المسي
abrachiatism,مس بفقد الإرادة. فقد الإرادة المسي
Fractional isotopic aboundance,الوفرة النظائرية الجزئية
Abrachia,انعدام العضدين
Abrachia,غيبة الذراعين
abrachiatism,غيبة الذراعين
Abrachiocephalia,غيبة الذراعين والرأس
Abrachiocephalus,عديم الذراعين والرأس- مسيخ
Abrachius,معدوم الذراعين
Abradant,مادة ساحلة
Abradant,ساحج
abrasive,كاشط
Abrade,يسحج - يكشط
Abrade,يحك – يسحل – يكشط
Abrasio,كشط - سحج - انسحاج
abrasion,كشط - سحج - انسحاج
Abrasio corneae,سحج القرنية
Abrasio dentium,سحل الأسنان (لاتينية)
Abrasio cornae,سحج القرنية
Abrasio dentium,تأكل السن
dental abrasion,سحج السن
Gingival abrasion,تآكل لثوي
Teeth abrasion,انسحال الأسنان (زوال الحدبات بالاستعمال)
Dental abrasion,تأكل السن
Abrasion,انسحال – سحل
Abrasion,سحج
Patterned abrasions,السحجات الموسومة - كشوط نموذجية أو مثالية
Abrasions,كشوط - سحجات - كدوح
Polishing abrasive disc,قرص صقل ساحل
Abrasive,كاشط. ساحج - مادة ساحجة
Abrasive,ساحل (المادة أو الأداة الساحلة) – يحتوى على مادة ساحلة
Abrasive,ساحج
Abrasive action,فعل ساحل – حركة ساحلة
Abrasive disc,قرص ساحل
Abrasive disc,قرص ساحل
Abrasive point,رأس ساحل
Abrasive point,رأس ساحل
Abrasive powder,مسحوق ساحل
Abrasor,مكشط - محك
Abreaction,تنفيس - انفراغ- استرجاع (للتنفيس)
Abreaction,تنفيس
Abreaction,تنفيس- تصريف
Abrin,أبرين- قلويد سام من بزور
Abrism,تسمم بالأبرين
Abrosia,عوز الطعام
Abrupt,مفاجئ
Abruptio,انفصام. انفصال مفاجئ
abruption,انفصام. انفصال مفاجئ
Abruptio placentae,انفصال المشيمة الباكر - انفصام السخد الباكر
Abruptio placentae,انفصال المشيمة الباكر
Abruptio placentae marginalis,انفصام السخد الهامشي
Abrus,نحيلة - آبروس – جنس نبات من القرنيات
Abrus precatorius,ششم - قلقل
Acute abscess,خراج حاد
Alveolar abscess,خراج دردري أو سنخي
Amebic abscess,خراج أميبي - خراج زحاري
Antral abscess,خراج جيبي
Arthrifluent abscess,خراج مفصلي الإمداد
Bronchiectatic abscess,خراج الشعب الموسعة
Cold abscess,خراج بارد - لاطئة
Embolic abscess,خراج صمي
Extradural abscess,خراج خارج الجافية
Fungal abscess,خراج فطري
Gangrenous abscess,خراج مواتي
Hot abscess,خراج حاد التهابي
Hypostatic abscess,خراج جوال
Intramammary abscess,خراج داخل الثدي
Ischiorectal abscess,خراج وركي مستقيمي
Lacunar abscess,خراج جوبي
Mammary abscess,خراج ثديي
Metastatic abscess,خراج نقيلي
Ossifluent abscess,خراج عظمي الإمداد
Peritonsillar abscess,خراج حول لوزي
Pyemic abscess,خراج قيحمي
Residual abscess,خراج ثمالي
Retropharyngeal abscess,خراج خلف البلعوم
Scrofulous abscess,خراج خنوصي
Serous abscess,خراج مصلي
Subpericranial abscess,خراج تحت سمحاق الجمجمة
Subphrenic abscess,خراج تحت الحجاب
Superficial abscess,خراج سطحي
Traumatic abscess,خراج جرحي أو كلومي أو رضحي
Tuberculous abscess,خراج تدرني
Verminous abscess,خراج نغفي
Wandering abscess,خراج جوال
Amebic abscess,خراج أميبي
Apical abscess,خراج قمي
Ischiorectal abscess,خراج وركي مستقيمي
Lacunar abscess,خراج جوبي
Peritonsillar abscess,خراج حول اللوزة
Septic abscess,خراج متقيح
Subphrenic abscess,خراجة تحت الحجاب
Acute abscess,خراج حاد
Acute abscess,خراج حاد
Alveolar abscess,خراج سنخي
Alveolar abscess,خراج سنخي
Apical abscess,خراج ذروي
Apical abscess,خراج ذروي
